subj,trial,block,sex,age,date,stim,stim_order,param_index,filter_freq,filter_gain,response,rt
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,12,3022.22012828,-0.25146832,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,13,3578.36061576,-3.15430198,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,14,4217.59458808,-3.56676485,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,15,4952.33712269,-1.12292886,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,16,5796.85824570,-1.34881869,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,17,6767.56008152,-2.72093992,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,18,7883.29541175,3.26450461,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,19,9165.73383021,-1.06698006,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,20,10639.78260555,3.49518648,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,21,12334.07042541,2.06559544,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,22,14281.50341712,-1.79517374,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,23,16519.90424416,2.40563491,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,24,19092.74669051,0.92317097,False,211
100,3,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0044.eq.wav,1,25,22050.00000000,-3.78471798,False,211
100,4,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0063.eq.wav,0,0,0.00000000,1.85191729,False,165
100,4,1,coucou,11,2021-11-29T14:04:23.250Z,gomot_a.0063.eq.wav,0,1,104.58767290,-4.95081952,False,165
